Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
"ECTM.S1AG1310,2012.05,436.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2012.06,435.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2012.07,435.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2012.08,431.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2012.09,452.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2012.10,495.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2012.11,510.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2012.12,678.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2013.01,466.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2013.02,414.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2013.03,465.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2013.04,466.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2013.05,461.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2013.06,461.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2013.07,455.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2013.08,470.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2013.09,464.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2013.10,538.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2013.11,553.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2013.12,710.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2014.01,487.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2014.02,435.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2014.03,496.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2014.04,476.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2014.05,488.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2014.06,472,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2014.07,478.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2014.08,478.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2014.09,486.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2014.10,569,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2014.11,573.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2014.12,745,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2015.01,530.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2015.02,471.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2015.03,516.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2015.04,498.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2015.05,523.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2015.06,507.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2015.07,513.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2015.08,518.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2015.09,534.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2015.10,625.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2015.11,611.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2015.12,805.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2016.01,566.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2016.02,529.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2016.03,568.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2016.04,565,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2016.05,553.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2016.06,551,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2016.07,560.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2016.08,536,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2016.09,573.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2016.10,648.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2016.11,643.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2016.12,830.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2017.01,592.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2017.02,521.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2017.03,579.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2017.04,565.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2017.05,556.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2017.06,553.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2017.07,549.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2017.08,544.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2017.09,576.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2017.10,652.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2017.11,676.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2017.12,851.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2018.01,595.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2018.02,535.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2018.03,611.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2018.04,572.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2018.05,580.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2018.06,571.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2018.07,555.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2018.08,563.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2018.09,595.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2018.10,674.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2018.11,702.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2018.12,848.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2019.01,614.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2019.02,546.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2019.03,602.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2019.04,585.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2019.05,580.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2019.06,586.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2019.07,567.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2019.08,585.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2019.09,603.9,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2019.10,674.4,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2019.11,740.7,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2019.12,860.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2020.01,621.3,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2020.02,586.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2020.03,611.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2020.04,137.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2020.05,674,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2020.06,745.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2020.07,709.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2020.08,650.8,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2020.09,752.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2020.10,812.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2020.11,881.6,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2020.12,959.1,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2021.01,725.5,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1AG1310,2021.02,639.2,,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2007.03,389.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2007.04,397.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2007.05,394.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2007.06,397.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2007.07,397.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2007.08,394.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2007.09,398.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2007.10,392.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2007.11,402.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2007.12,372.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2008.01,393.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2008.02,397,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2008.03,392.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2008.04,392.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2008.05,391.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2008.06,386.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2008.07,421.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2008.08,418.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2008.09,416.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
"ECTM.S1SG1310,2008.10,421.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,""Furniture, Electrical and Hardware Retailing"",,,"
